person_id,department_id,role,included,legacy_label,source_url,verified_at
person-grover-6fe91ccb,ece,faculty,true,Grover,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-hoe-0e4c631b,ece,faculty,true,Hoe,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-jia-ffa798af,ece,faculty,true,Jia,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-joewong-e33a3f98,ece,faculty,true,JoeWong,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-joshi-1d844162,ece,faculty,true,Joshi,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-kar-bb0538bb,ece,faculty,true,Kar,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-kesden-42ff2fee,ece,teaching,true,Kesden,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-kim-9c9e03f8,ece,faculty,true,Kim,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-koopman-ed56c669,ece,emeritus,true,Koopman,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-kumar-6287fc1e,ece,faculty,true,Kumar,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-li-ae1583b9,ece,faculty,true,Li,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-low-f840046d,ece,faculty,true,Low,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-lucia-d6b155b6,ece,faculty,true,Lucia,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-mai-e114ceea,ece,faculty,true,Mai,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-manuelaveloso-de310b32,ece,emeritus,true,Manuela Veloso,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-marijailic-28ba62d6,ece,emeritus,true,Marija Ilic,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-markkryder-6d687350,ece,emeritus,true,Mark Kryder,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-mayer-cb8d8bca,ece,faculty,true,Mayer,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-morgan-6d24496e,ece,faculty,true,Morgan,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-moura-064facc2,ece,faculty,true,Moura,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-mukherjee-a39c3cc5,ece,faculty,true,Mukherjee,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-nace-a633beaa,ece,teaching,true,Nace,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-nakahira-b4d4f27c,ece,faculty,true,Nakahira,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-narasimhan-90bae6a9,ece,faculty,true,Narasimhan,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-negi-90a281dc,ece,faculty,true,Negi,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-ohallaron-7497ec78,ece,former,false,OHallaron,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-oliviahsu-146849d5,ece,faculty,true,Olivia Hsu,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-parno-a6e69990,ece,faculty,true,Parno,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-peraire-bcbd50cf,ece,teaching,true,Peraire,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-piazza-bcb829db,ece,faculty,true,Piazza,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-pileggi-e79f184f,ece,faculty,true,Pileggi,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-qu-aaafb634,ece,faculty,true,Qu,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-rafawodarski-4596864f,ece,teaching,true,Rafał Włodarski,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-rajkumar-4d24084d,ece,faculty,true,Rajkumar,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-rawn-8123da6a,ece,teaching,true,Rawn,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-robertwhite-a3f3b62a,ece,emeritus,true,Robert White,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-ronaldrohrer-b5050713,ece,emeritus,true,Ronald Rohrer,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-rowe-8a14544b,ece,faculty,true,Rowe,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-sampagliarini-0706c694,ece,faculty,true,Sam Pagliarini,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-sanders-914e1e77,ece,former,false,Sanders,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-sankaranarayanan-558872d9,ece,faculty,true,Sankaranarayanan,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-sarahcen-d6f0c7c3,ece,faculty,true,Sarah Cen,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-saroshtalukdar-96cda550,ece,emeritus,true,Sarosh Talukdar,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-savvides-d7f3fac4,ece,faculty,true,Savvides,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-sekar-e988ffaa,ece,faculty,true,Sekar,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-shen-a3919bd2,ece,faculty,true,Shen,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-shi-54ba5fa2,ece,former,false,Shi,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-skirpan-1d86e7ce,ece,teaching,true,Skirpan,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-smailagic-9981af04,ece,former,false,Smailagic,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-srimani-52f499dc,ece,faculty,true,Srimani,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-sriraman-11f16595,ece,faculty,true,Sriraman,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-steenkiste-1644722f,ece,faculty,true,Steenkiste,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-stern-0c0f687c,ece,faculty,true,Stern,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-sullivan-16d4ae28,ece,teaching,true,Sullivan,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-tonguz-7107a4dd,ece,faculty,true,Tonguz,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-towe-a7ced21f,ece,faculty,true,Towe,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-vchen-9b5c7f9b,ece,faculty,true,VChen,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-wahby-90f4c78c,ece,faculty,true,Wahby,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-wlodarski-430ec9b1,ece,former,false,Wlodarski,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-yagan-7c6acaa4,ece,faculty,true,Yagan,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-youssfi-452e51ed,ece,teaching,true,Youssfi,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-yu-f6b9b7db,ece,faculty,true,Yu,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-zajdel-c0cb5464,ece,teaching,true,Zajdel,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-zhang-d6e221d7,ece,faculty,true,Zhang,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-zheng-6b8a962f,ece,faculty,true,Zheng,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-zhu-23d54a0c,ece,faculty,true,Zhu,https://www.ece.cmu.edu/directory/faculty.html,2026-07-17
person-adams-a5b5ae86,epp,faculty,true,Adams,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-brown-ad3a67f7,epp,faculty,true,Brown,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-chrishendrickson-c5d421c4,epp,emeritus,true,Chris Hendrickson,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-christin-60194590,epp,faculty,true,Christin,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-cohon-8a9512c6,epp,former,false,Cohon,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-combemale-cc33b973,epp,faculty,true,Combemale,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-cranor-fbc855c4,epp,faculty,true,Cranor,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-davidhounshell-c5fbd2c1,epp,emeritus,true,David Hounshell,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-doroncohen-ee7f0353,epp,faculty,true,Doron Cohen,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-edwardrubin-5cdd285c,epp,emeritus,true,Edward Rubin,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-elizabethcasman-509d4206,epp,emeritus,true,Elizabeth Casman,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-ferreira-670acf30,epp,faculty,true,Ferreira,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-fischbeck-f33a9da9,epp,emeritus,true,Fischbeck,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-fischhoff-eeee3c3b,epp,faculty,true,Fischhoff,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-fuchs-adfe3d53,epp,faculty,true,Fuchs,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-indiranair-146b663d,epp,emeritus,true,Indira Nair,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-jamesgoodby-c075bf08,epp,emeritus,true,James Goodby,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-jaramillo-d857bcb1,epp,faculty,true,Jaramillo,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-jayapt-f4e30f86,epp,emeritus,true,Jay Apt,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-joeltarr-544325aa,epp,emeritus,true,Joel Tarr,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-josephcalandrino-1dc34730,epp,faculty,true,Joseph Calandrino,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-josephdecarolis-f63e94ea,epp,faculty,true,Joseph DeCarolis,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-karplus-46bd74eb,epp,faculty,true,Karplus,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-marijailic-28ba62d6,epp,emeritus,true,Marija Ilic,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-matthews-6826d2d7,epp,teaching,true,Matthews,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-michaelgriffin-418ad202,epp,emeritus,true,Michael Griffin,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-michalek-7bcce5ed,epp,faculty,true,Michalek,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-mitchellsmall-5efaace7,epp,emeritus,true,Mitchell Small,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-morgan-6d24496e,epp,faculty,true,Morgan,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-muller-8255c23a,epp,faculty,true,Muller,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-niloofarmireshghallah-fcac6b9b,epp,faculty,true,Niloofar Mireshghallah,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-nock-63d8bf3b,epp,faculty,true,Nock,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-peha-1313240b,epp,faculty,true,Peha,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-robertwhite-a3f3b62a,epp,emeritus,true,Robert White,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-sarahcen-d6f0c7c3,epp,faculty,true,Sarah Cen,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-sarahscheffler-15f7169c,epp,faculty,true,Sarah Scheffler,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-saroshtalukdar-96cda550,epp,emeritus,true,Sarosh Talukdar,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-sioshansi-3e2fdc2f,epp,faculty,true,Sioshansi,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-sirbu-ca2c0f3e,epp,emeritus,true,Sirbu,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-whitacre-a4124162,epp,faculty,true,Whitacre,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-whitefoot-92d162cb,epp,faculty,true,Whitefoot,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-yu-2318284f,epp,teaching,true,Yu,https://epp.engineering.cmu.edu/directory/index.html,2026-07-17
person-abovyan-9857bf3a,iii,former,false,Abovyan,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-anglin-a8736028,iii,former,false,Anglin,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-arthursugden-74772eb9,iii,adjunct,false,Arthur Sugden,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-ayoob-3bcb5b1d,iii,faculty,true,Ayoob,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-bodily-fd4c755b,iii,teaching,true,Bodily,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-brianshyu-9ddf8c62,iii,adjunct,false,Brian Shyu,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-corder-85362a88,iii,adjunct,false,Corder,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-dai-db83fd8d,iii,adjunct,false,Dai,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-deanabrown-76f421eb,iii,adjunct,false,Deana Brown,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-dobson-a33e22c9,iii,adjunct,false,Dobson,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-drewdavidson-1665b33f,iii,adjunct,false,Drew Davidson,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-evans-924d128f,iii,former,false,Evans,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-fang-32e23aaf,iii,faculty,true,Fang,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-gemperle-38026a7a,iii,adjunct,false,Gemperle,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-guidi-4e07793b,iii,former,false,Guidi,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-hershberger-c26f52a7,iii,adjunct,false,Hershberger,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-hindsbo-4ed0c421,iii,adjunct,false,Hindsbo,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-jackmoffett-7679caf4,iii,adjunct,false,Jack Moffett,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-kirmayer-39a93bbe,iii,adjunct,false,Kirmayer,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-lamont-5ae4f21b,iii,teaching,true,Lamont,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-laurafulton-50f57109,iii,adjunct,false,Laura Fulton,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-marchetti-3c4ff8f0,iii,former,false,Marchetti,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-marksanders-06ad7482,iii,faculty,true,Mark Sanders,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-mercier-231c4789,iii,faculty,true,Mercier,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-miller-f75a088e,iii,adjunct,false,Miller,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-mohan-3ebcee91,iii,former,false,Mohan,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-montalvo-e3dadb03,iii,former,false,Montalvo,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-murphy-c40fd480,iii,adjunct,false,Murphy,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-ott-7365d9e5,iii,adjunct,false,Ott,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-root-d979b29e,iii,teaching,true,Sheryl Root,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-rot-400fa994,iii,former,false,Rot,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-saadati-85f60318,iii,adjunct,false,Saadati,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-sarahlaiwala-93dac9c8,iii,adjunct,false,Sarah Laiwala,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-saunders-2e4dc827,iii,former,false,Saunders,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-shaikh-2e0f9c29,iii,adjunct,false,Shaikh,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-shyamalaprayaga-e52447fa,iii,adjunct,false,Shyamala Prayaga,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-slesinger-b9c8ebe5,iii,adjunct,false,Slesinger,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-smith-7a323ea7,iii,former,false,Smith,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-sudgen-e5b0343e,iii,former,false,Sudgen,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-taborga-a8dc05b6,iii,faculty,true,Taborga,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-thomas-f531a8ff,iii,adjunct,false,Thomas,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-woolsey-491f86a5,iii,adjunct,false,Woolsey,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-zlotnikov-f28b3cde,iii,teaching,true,Zlotnikov,https://www.cmu.edu/iii/people/faculty-staff/index.html,2026-07-17
person-bustamante-7062b357,ini,teaching,true,Bustamante,https://www.cmu.edu/ini/about/team/index.html,2026-07-17
person-denaharitostsamitis-8c62f52c,ini,faculty,true,Dena Haritos Tsamitis,https://www.cmu.edu/ini/about/team/index.html,2026-07-17
person-farag-2e63ed67,ini,teaching,true,Farag,https://www.cmu.edu/ini/about/team/index.html,2026-07-17
person-hibshi-a9d6d46a,ini,teaching,true,Hibshi,https://www.cmu.edu/ini/about/team/index.html,2026-07-17
person-jacobson-b7f331d0,ini,teaching,true,Jacobson,https://www.cmu.edu/ini/about/team/index.html,2026-07-17
person-kuo-dde7bf19,ini,teaching,true,Kuo,https://www.cmu.edu/ini/about/team/index.html,2026-07-17
person-michaelmattarock-eddf8f62,ini,faculty,true,Michael Mattarock,https://www.cmu.edu/ini/about/team/index.html,2026-07-17
person-peca-d823cc40,ini,former,false,Peca,https://www.cmu.edu/ini/about/team/index.html,2026-07-17
person-tague-1b94d56e,ini,teaching,true,Tague,https://www.cmu.edu/ini/about/team/index.html,2026-07-17
person-tahakhan-f7c33fa5,ini,teaching,true,Taha Khan,https://www.cmu.edu/ini/about/team/index.html,2026-07-17
person-telang-a5ad3467,ini,former,false,Telang,https://www.cmu.edu/ini/about/team/index.html,2026-07-17
person-varodayan-84666bbe,ini,teaching,true,Varodayan,https://www.cmu.edu/ini/about/team/index.html,2026-07-17
person-aksak-f1702f2c,mech,teaching,true,Aksak,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-bedillion-5c39e382,mech,teaching,true,Bedillion,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-bergbreiter-b4bad05a,mech,faculty,true,Bergbreiter,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-beuth-5961a02d,mech,faculty,true,Beuth,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-bolmin-6dfa8453,mech,faculty,true,Bolmin,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-cagan-16e7bc91,mech,faculty,true,Cagan,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-de-boer-74d71c7c,mech,faculty,true,de Boer,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-edwardrubin-5cdd285c,mech,emeritus,true,Edward Rubin,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-farimani-2fc46be1,mech,faculty,true,Farimani,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-frederikedumbgen-bce91ff8,mech,faculty,true,Frederike Dümbgen,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-gomez-be1b1293,mech,teaching,true,Gomez,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-grande-gutierrez-657b0ef2,mech,faculty,true,Grande Gutierrez,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-haidar-c8674d18,mech,teaching,true,Haidar,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-halilaj-4332d0fd,mech,faculty,true,Halilaj,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-jayan-42e30367,mech,faculty,true,Jayan,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-johnson-33f7c17d,mech,faculty,true,Johnson,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-jones-a6c6f6eb,mech,faculty,true,Jones,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-kang-ef35dc6b,mech,faculty,true,Kang,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-kara-4fc3c61d,mech,faculty,true,Kara,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-leduc-c67ec102,mech,faculty,true,LeDuc,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-litster-5e29d877,mech,faculty,true,Litster,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-majidi-278b8bf0,mech,faculty,true,Majidi,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-malen-3652f991,mech,faculty,true,Malen,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-mccomb-03260969,mech,faculty,true,McComb,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-mcgaughey-00e68c73,mech,faculty,true,McGaughey,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-michalek-7bcce5ed,mech,faculty,true,Michalek,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-narra-914c4179,mech,faculty,true,Narra,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-ogoke-7872259f,mech,faculty,true,Ogoke,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-ozdoganlar-a7be9b75,mech,faculty,true,Ozdoganlar,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-panat-b885e071,mech,faculty,true,Panat,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-paulsteif-bdb00428,mech,emeritus,true,Paul Steif,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-presto-a6f7db70,mech,faculty,true,Presto,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-rabin-0f2e3379,mech,faculty,true,Rabin,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-ryanjohnson-8e7d318c,mech,faculty,true,Ryan Johnson,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-shen-76bb0c47,mech,faculty,true,Shen,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-shichuneyao-cbf4ce70,mech,emeritus,true,Shi-Chune Yao,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-shimada-13cd6ff1,mech,faculty,true,Shimada,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-singh-2529f9f3,mech,teaching,true,Singh,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-sullivan-589c9545,mech,faculty,true,Sullivan,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-taylor-e347ee6b,mech,faculty,true,Taylor,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-tucker-dc4f5923,mech,faculty,true,Tucker,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-wang-685e2f11,mech,faculty,true,Wang,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-weber-04119f6b,mech,faculty,true,Weber,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-webster-wood-d2b08d26,mech,faculty,true,Webster-Wood,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-whitefoot-92d162cb,mech,faculty,true,Whitefoot,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-zhang-96ead879,mech,faculty,true,Zhang,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-zhao-f1ed811c,mech,faculty,true,Zhao,https://www.meche.engineering.cmu.edu/directory/index.html,2026-07-17
person-bettinger-29b6bf00,mse,former,false,Bettinger,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
person-bockstaller-a1dbd67d,mse,faculty,true,Bockstaller,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
person-cohen-karni-eb20363d,mse,faculty,true,Cohen-Karni,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
person-davidlaughlin-7431e470,mse,emeritus,true,David Laughlin,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
person-degraef-e8ced3ef,mse,faculty,true,DeGraef,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
person-dickey-a1bbedfe,mse,faculty,true,Dickey,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
person-feinberg-095ac87b,mse,faculty,true,Feinberg,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
person-heard-72bdd1c8,mse,teaching,true,Heard,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
person-islam-df3e639a,mse,faculty,true,Islam,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
person-ismailadabo-7d114005,mse,faculty,true,Ismaila Dabo,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
person-juanchamorro-e7c25e5d,mse,faculty,true,Juan Chamorro,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
person-krause-077fe444,mse,faculty,true,Krause,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
person-kurchin-659ab807,mse,faculty,true,Kurchin,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
person-marom-b1a40905,mse,faculty,true,Marom,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
person-mayer-cb8d8bca,mse,faculty,true,Mayer,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
person-mchenry-35c892fa,mse,emeritus,true,McHenry,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
person-o-connor-5200d92d,mse,faculty,true,O'Connor,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
person-olexandrisayev-f148dda9,mse,faculty,true,Olexandr Isayev,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
person-paulwynblatt-586a81f4,mse,emeritus,true,Paul Wynblatt,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
person-pistorius-4e58727c,mse,faculty,true,Pistorius,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
person-porter-9bb421fc,mse,faculty,true,Porter,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
person-robertdavis-d14389c8,mse,emeritus,true,Robert Davis,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
person-rohrer-d34e1f81,mse,faculty,true,Rohrer,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
person-rollett-553e9d0d,mse,faculty,true,Rollett,https://www.mse.engineering.cmu.edu/directory/,2026-07-17
